# DG14. Three deterministic delta baselines against the optimality certificate, on the 2000 items of the direct benchmark
# generated 2026-08-18 01:26:37 +0800 by code/scripts/delta_baselines.py (l1-dg14-delta-baselines-1)
# inputs:
#   direct     analysis/DG1_direct_guard.csv  sha256 32d8e190b4b0ecb725f2ae3ddcf506dec062e736fb6b0d725a273a3f35293a4f
#   summary    analysis/DG1_direct_guard_summary.csv  sha256 e48e336e549d1a02342750d56648fe37f42c6390d3acfb6039bb26f89f9a91bb
#   anchor     analysis/ladder/rule_anchor.csv  sha256 ca31ec0bf9805ef42390e8663257e204da7da4191eb0b2052ad4f0225cb52fc7
#   suite      code/suite/v0.2/suite.jsonl  sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
#   tau_sweep  analysis/DG1_direct_guard_tau.csv  sha256 501a83cc68a8e2221b99ac8c9c1380510afaeb9fb8dfdd47c2be7786be498572
#   macros     manuscript/macros.tex  (read for the two published shares only)
# the delta rules REPLACE THE QUALITY STAGE ONLY: the schema and feasibility verdicts of the logged run are reused unchanged, so the 365 items blocked before the quality stage stay blocked under every guard here
# WT_prop  = obj_bh of the logged run (adjusted fields); recomputed here and asserted equal
# WT_ref1  = no-op dispatch of the UNADJUSTED instance (analysis/ladder/rule_anchor.csv, one per instance)
# WT_ref2  = the same adjusted fields dispatched with the proposal's added dispatch constraints removed (l1suite/checks.py::measure)
# D-REL1 refuses iff (WT_prop-WT_ref1)/max(WT_ref1,1) > theta;  D-REL2 the same against WT_ref2;  D-ABS refuses iff WT_prop-WT_ref1 > A bh
# every WT difference is rounded to 6 decimals in bh before it is thresholded, which is what l1suite/checks.py::measure does to the suite's stored badness
# D-REL1-ORIG is a SENSITIVITY, not a headline baseline: it scores both sides on the instance's original fields
# G-CERT is the deployed certificate, refusing iff the Tier-2 certified gap exceeds the tolerance; its tau=0.2 row is the manuscript's published operating point
# tolerance grid (50 values): 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 1
# absolute grid (20 values, bh): 0.5, 0.6371, 0.8119, 1.0346, 1.3183, 1.6799, 2.1407, 2.7278, 3.476, 4.4293, 5.6442, 7.1922, 9.1649, 11.6786, 14.8818, 18.9635, 24.1647, 30.7924, 39.238, 50
# matched operating point: the setting whose benign false-block count is at most the certificate's (21), maximising V3 refusals, ties to higher overall violation refusal, then fewer benign false blocks, then the widest tolerance
# refused_share denominator = all class items (the convention the published macros use); refused_share_nonempty denominator = items carrying a non-empty proposal
# no randomness anywhere; the dispatcher is deterministic at (rule=atc, seed=0); 1635 counterfactual references recomputed in 48.6 s on 12 worker(s)
# self-check: 118 assertions passed
block,guard,setting_kind,setting,class,items,nonempty_items,reached_qual,pre_qual_refused,qual_refused,refused,refused_share,refused_share_nonempty,stat,note
sweep,G-CERT,tau,0.06,violations_all,1200,945,835,365,355,720,60.0000,72.0635,,
sweep,G-CERT,tau,0.06,all,2000,1745,1635,365,467,832,41.6000,45.4441,,
sweep,G-CERT,tau,0.07,benign,800,800,800,0,71,71,8.8750,8.8750,,
sweep,G-CERT,tau,0.07,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.07,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.07,V3,220,220,220,0,215,215,97.7273,97.7273,,
sweep,G-CERT,tau,0.07,V4,220,220,220,0,64,64,29.0909,29.0909,,
sweep,G-CERT,tau,0.07,V5,200,0,200,0,20,20,10.0000,,,
sweep,G-CERT,tau,0.07,V6,200,175,165,35,18,53,26.5000,29.1429,,
sweep,G-CERT,tau,0.07,violations_all,1200,945,835,365,319,684,57.0000,69.8413,,
sweep,G-CERT,tau,0.07,all,2000,1745,1635,365,390,755,37.7500,41.8911,,
sweep,G-CERT,tau,0.08,benign,800,800,800,0,71,71,8.8750,8.8750,,
sweep,G-CERT,tau,0.08,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.08,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.08,V3,220,220,220,0,214,214,97.2727,97.2727,,
sweep,G-CERT,tau,0.08,V4,220,220,220,0,62,62,28.1818,28.1818,,
sweep,G-CERT,tau,0.08,V5,200,0,200,0,20,20,10.0000,,,
sweep,G-CERT,tau,0.08,V6,200,175,165,35,18,53,26.5000,29.1429,,
sweep,G-CERT,tau,0.08,violations_all,1200,945,835,365,316,681,56.7500,69.5238,,
sweep,G-CERT,tau,0.08,all,2000,1745,1635,365,387,752,37.6000,41.7192,,
sweep,G-CERT,tau,0.09,benign,800,800,800,0,71,71,8.8750,8.8750,,
sweep,G-CERT,tau,0.09,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.09,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.09,V3,220,220,220,0,212,212,96.3636,96.3636,,
sweep,G-CERT,tau,0.09,V4,220,220,220,0,60,60,27.2727,27.2727,,
sweep,G-CERT,tau,0.09,V5,200,0,200,0,20,20,10.0000,,,
sweep,G-CERT,tau,0.09,V6,200,175,165,35,18,53,26.5000,29.1429,,
sweep,G-CERT,tau,0.09,violations_all,1200,945,835,365,312,677,56.4167,69.1005,,
sweep,G-CERT,tau,0.09,all,2000,1745,1635,365,383,748,37.4000,41.4900,,
sweep,G-CERT,tau,0.1,benign,800,800,800,0,60,60,7.5000,7.5000,,
sweep,G-CERT,tau,0.1,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.1,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.1,V3,220,220,220,0,210,210,95.4545,95.4545,,
sweep,G-CERT,tau,0.1,V4,220,220,220,0,57,57,25.9091,25.9091,,
sweep,G-CERT,tau,0.1,V5,200,0,200,0,17,17,8.5000,,,
sweep,G-CERT,tau,0.1,V6,200,175,165,35,15,50,25.0000,28.0000,,
sweep,G-CERT,tau,0.1,violations_all,1200,945,835,365,301,666,55.5000,68.3598,,
sweep,G-CERT,tau,0.1,all,2000,1745,1635,365,361,726,36.3000,40.4585,,
sweep,G-CERT,tau,0.11,benign,800,800,800,0,48,48,6.0000,6.0000,,
sweep,G-CERT,tau,0.11,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.11,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.11,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.11,V4,220,220,220,0,53,53,24.0909,24.0909,,
sweep,G-CERT,tau,0.11,V5,200,0,200,0,14,14,7.0000,,,
sweep,G-CERT,tau,0.11,V6,200,175,165,35,11,46,23.0000,25.7143,,
sweep,G-CERT,tau,0.11,violations_all,1200,945,835,365,288,653,54.4167,67.3016,,
sweep,G-CERT,tau,0.11,all,2000,1745,1635,365,336,701,35.0500,39.1977,,
sweep,G-CERT,tau,0.12,benign,800,800,800,0,48,48,6.0000,6.0000,,
sweep,G-CERT,tau,0.12,V1,160,130,30,130,2,132,82.5000,100.0000,,
sweep,G-CERT,tau,0.12,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.12,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.12,V4,220,220,220,0,53,53,24.0909,24.0909,,
sweep,G-CERT,tau,0.12,V5,200,0,200,0,14,14,7.0000,,,
sweep,G-CERT,tau,0.12,V6,200,175,165,35,11,46,23.0000,25.7143,,
sweep,G-CERT,tau,0.12,violations_all,1200,945,835,365,288,653,54.4167,67.3016,,
sweep,G-CERT,tau,0.12,all,2000,1745,1635,365,336,701,35.0500,39.1977,,
sweep,G-CERT,tau,0.13,benign,800,800,800,0,24,24,3.0000,3.0000,,
sweep,G-CERT,tau,0.13,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.13,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.13,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.13,V4,220,220,220,0,50,50,22.7273,22.7273,,
sweep,G-CERT,tau,0.13,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.13,V6,200,175,165,35,6,41,20.5000,23.4286,,
sweep,G-CERT,tau,0.13,violations_all,1200,945,835,365,271,636,53.0000,66.5608,,
sweep,G-CERT,tau,0.13,all,2000,1745,1635,365,295,660,33.0000,37.4212,,
sweep,G-CERT,tau,0.14,benign,800,800,800,0,23,23,2.8750,2.8750,,
sweep,G-CERT,tau,0.14,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.14,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.14,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.14,V4,220,220,220,0,50,50,22.7273,22.7273,,
sweep,G-CERT,tau,0.14,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.14,V6,200,175,165,35,6,41,20.5000,23.4286,,
sweep,G-CERT,tau,0.14,violations_all,1200,945,835,365,271,636,53.0000,66.5608,,
sweep,G-CERT,tau,0.14,all,2000,1745,1635,365,294,659,32.9500,37.3639,,
sweep,G-CERT,tau,0.15,benign,800,800,800,0,22,22,2.7500,2.7500,,
sweep,G-CERT,tau,0.15,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.15,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.15,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.15,V4,220,220,220,0,50,50,22.7273,22.7273,,
sweep,G-CERT,tau,0.15,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.15,V6,200,175,165,35,5,40,20.0000,22.8571,,
sweep,G-CERT,tau,0.15,violations_all,1200,945,835,365,270,635,52.9167,66.4550,,
sweep,G-CERT,tau,0.15,all,2000,1745,1635,365,292,657,32.8500,37.2493,,
sweep,G-CERT,tau,0.16,benign,800,800,800,0,22,22,2.7500,2.7500,,
sweep,G-CERT,tau,0.16,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.16,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.16,V3,220,220,220,0,208,208,94.5455,94.5455,,
sweep,G-CERT,tau,0.16,V4,220,220,220,0,49,49,22.2727,22.2727,,
sweep,G-CERT,tau,0.16,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.16,V6,200,175,165,35,5,40,20.0000,22.8571,,
sweep,G-CERT,tau,0.16,violations_all,1200,945,835,365,269,634,52.8333,66.3492,,
sweep,G-CERT,tau,0.16,all,2000,1745,1635,365,291,656,32.8000,37.1920,,
sweep,G-CERT,tau,0.17,benign,800,800,800,0,22,22,2.7500,2.7500,,
sweep,G-CERT,tau,0.17,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.17,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.17,V3,220,220,220,0,206,206,93.6364,93.6364,,
sweep,G-CERT,tau,0.17,V4,220,220,220,0,49,49,22.2727,22.2727,,
sweep,G-CERT,tau,0.17,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.17,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.17,violations_all,1200,945,835,365,266,631,52.5833,66.0317,,
sweep,G-CERT,tau,0.17,all,2000,1745,1635,365,288,653,32.6500,37.0201,,
sweep,G-CERT,tau,0.18,benign,800,800,800,0,22,22,2.7500,2.7500,,
sweep,G-CERT,tau,0.18,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.18,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.18,V3,220,220,220,0,204,204,92.7273,92.7273,,
sweep,G-CERT,tau,0.18,V4,220,220,220,0,46,46,20.9091,20.9091,,
sweep,G-CERT,tau,0.18,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.18,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.18,violations_all,1200,945,835,365,261,626,52.1667,65.5026,,
sweep,G-CERT,tau,0.18,all,2000,1745,1635,365,283,648,32.4000,36.7335,,
sweep,G-CERT,tau,0.19,benign,800,800,800,0,22,22,2.7500,2.7500,,
sweep,G-CERT,tau,0.19,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.19,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.19,V3,220,220,220,0,203,203,92.2727,92.2727,,
sweep,G-CERT,tau,0.19,V4,220,220,220,0,46,46,20.9091,20.9091,,
sweep,G-CERT,tau,0.19,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.19,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.19,violations_all,1200,945,835,365,260,625,52.0833,65.3968,,
sweep,G-CERT,tau,0.19,all,2000,1745,1635,365,282,647,32.3500,36.6762,,
sweep,G-CERT,tau,0.2,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,G-CERT,tau,0.2,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.2,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.2,V3,220,220,220,0,201,201,91.3636,91.3636,,
sweep,G-CERT,tau,0.2,V4,220,220,220,0,46,46,20.9091,20.9091,,
sweep,G-CERT,tau,0.2,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.2,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.2,violations_all,1200,945,835,365,258,623,51.9167,65.1852,,
sweep,G-CERT,tau,0.2,all,2000,1745,1635,365,279,644,32.2000,36.5043,,
sweep,G-CERT,tau,0.21,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,G-CERT,tau,0.21,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.21,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.21,V3,220,220,220,0,198,198,90.0000,90.0000,,
sweep,G-CERT,tau,0.21,V4,220,220,220,0,46,46,20.9091,20.9091,,
sweep,G-CERT,tau,0.21,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.21,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.21,violations_all,1200,945,835,365,255,620,51.6667,64.8677,,
sweep,G-CERT,tau,0.21,all,2000,1745,1635,365,276,641,32.0500,36.3324,,
sweep,G-CERT,tau,0.22,benign,800,800,800,0,21,21,2.6250,2.6250,,
sweep,G-CERT,tau,0.22,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.22,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.22,V3,220,220,220,0,197,197,89.5455,89.5455,,
sweep,G-CERT,tau,0.22,V4,220,220,220,0,45,45,20.4545,20.4545,,
sweep,G-CERT,tau,0.22,V5,200,0,200,0,7,7,3.5000,,,
sweep,G-CERT,tau,0.22,V6,200,175,165,35,4,39,19.5000,22.2857,,
sweep,G-CERT,tau,0.22,violations_all,1200,945,835,365,253,618,51.5000,64.6561,,
sweep,G-CERT,tau,0.22,all,2000,1745,1635,365,274,639,31.9500,36.2178,,
sweep,G-CERT,tau,0.23,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.23,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.23,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.23,V3,220,220,220,0,194,194,88.1818,88.1818,,
sweep,G-CERT,tau,0.23,V4,220,220,220,0,44,44,20.0000,20.0000,,
sweep,G-CERT,tau,0.23,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.23,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.23,violations_all,1200,945,835,365,243,608,50.6667,64.0212,,
sweep,G-CERT,tau,0.23,all,2000,1745,1635,365,253,618,30.9000,35.2436,,
sweep,G-CERT,tau,0.24,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.24,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.24,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.24,V3,220,220,220,0,192,192,87.2727,87.2727,,
sweep,G-CERT,tau,0.24,V4,220,220,220,0,42,42,19.0909,19.0909,,
sweep,G-CERT,tau,0.24,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.24,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.24,violations_all,1200,945,835,365,239,604,50.3333,63.5979,,
sweep,G-CERT,tau,0.24,all,2000,1745,1635,365,249,614,30.7000,35.0143,,
sweep,G-CERT,tau,0.25,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.25,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.25,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.25,V3,220,220,220,0,190,190,86.3636,86.3636,,
sweep,G-CERT,tau,0.25,V4,220,220,220,0,40,40,18.1818,18.1818,,
sweep,G-CERT,tau,0.25,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.25,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.25,violations_all,1200,945,835,365,235,600,50.0000,63.1746,,
sweep,G-CERT,tau,0.25,all,2000,1745,1635,365,245,610,30.5000,34.7851,,
sweep,G-CERT,tau,0.26,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.26,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.26,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.26,V3,220,220,220,0,188,188,85.4545,85.4545,,
sweep,G-CERT,tau,0.26,V4,220,220,220,0,40,40,18.1818,18.1818,,
sweep,G-CERT,tau,0.26,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.26,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.26,violations_all,1200,945,835,365,233,598,49.8333,62.9630,,
sweep,G-CERT,tau,0.26,all,2000,1745,1635,365,243,608,30.4000,34.6705,,
sweep,G-CERT,tau,0.27,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.27,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.27,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.27,V3,220,220,220,0,186,186,84.5455,84.5455,,
sweep,G-CERT,tau,0.27,V4,220,220,220,0,40,40,18.1818,18.1818,,
sweep,G-CERT,tau,0.27,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.27,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.27,violations_all,1200,945,835,365,231,596,49.6667,62.7513,,
sweep,G-CERT,tau,0.27,all,2000,1745,1635,365,241,606,30.3000,34.5559,,
sweep,G-CERT,tau,0.28,benign,800,800,800,0,10,10,1.2500,1.2500,,
sweep,G-CERT,tau,0.28,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.28,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.28,V3,220,220,220,0,179,179,81.3636,81.3636,,
sweep,G-CERT,tau,0.28,V4,220,220,220,0,38,38,17.2727,17.2727,,
sweep,G-CERT,tau,0.28,V5,200,0,200,0,3,3,1.5000,,,
sweep,G-CERT,tau,0.28,V6,200,175,165,35,2,37,18.5000,21.1429,,
sweep,G-CERT,tau,0.28,violations_all,1200,945,835,365,222,587,48.9167,61.7989,,
sweep,G-CERT,tau,0.28,all,2000,1745,1635,365,232,597,29.8500,34.0401,,
sweep,G-CERT,tau,0.29,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.29,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.29,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.29,V3,220,220,220,0,177,177,80.4545,80.4545,,
sweep,G-CERT,tau,0.29,V4,220,220,220,0,37,37,16.8182,16.8182,,
sweep,G-CERT,tau,0.29,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.29,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.29,violations_all,1200,945,835,365,214,579,48.2500,61.2698,,
sweep,G-CERT,tau,0.29,all,2000,1745,1635,365,214,579,28.9500,33.1805,,
sweep,G-CERT,tau,0.3,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.3,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.3,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.3,V3,220,220,220,0,176,176,80.0000,80.0000,,
sweep,G-CERT,tau,0.3,V4,220,220,220,0,35,35,15.9091,15.9091,,
sweep,G-CERT,tau,0.3,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.3,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.3,violations_all,1200,945,835,365,211,576,48.0000,60.9524,,
sweep,G-CERT,tau,0.3,all,2000,1745,1635,365,211,576,28.8000,33.0086,,
sweep,G-CERT,tau,0.31,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.31,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.31,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.31,V3,220,220,220,0,174,174,79.0909,79.0909,,
sweep,G-CERT,tau,0.31,V4,220,220,220,0,34,34,15.4545,15.4545,,
sweep,G-CERT,tau,0.31,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.31,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.31,violations_all,1200,945,835,365,208,573,47.7500,60.6349,,
sweep,G-CERT,tau,0.31,all,2000,1745,1635,365,208,573,28.6500,32.8367,,
sweep,G-CERT,tau,0.32,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.32,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.32,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.32,V3,220,220,220,0,171,171,77.7273,77.7273,,
sweep,G-CERT,tau,0.32,V4,220,220,220,0,34,34,15.4545,15.4545,,
sweep,G-CERT,tau,0.32,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.32,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.32,violations_all,1200,945,835,365,205,570,47.5000,60.3175,,
sweep,G-CERT,tau,0.32,all,2000,1745,1635,365,205,570,28.5000,32.6648,,
sweep,G-CERT,tau,0.33,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.33,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.33,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.33,V3,220,220,220,0,169,169,76.8182,76.8182,,
sweep,G-CERT,tau,0.33,V4,220,220,220,0,32,32,14.5455,14.5455,,
sweep,G-CERT,tau,0.33,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.33,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.33,violations_all,1200,945,835,365,201,566,47.1667,59.8942,,
sweep,G-CERT,tau,0.33,all,2000,1745,1635,365,201,566,28.3000,32.4355,,
sweep,G-CERT,tau,0.34,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.34,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.34,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.34,V3,220,220,220,0,167,167,75.9091,75.9091,,
sweep,G-CERT,tau,0.34,V4,220,220,220,0,29,29,13.1818,13.1818,,
sweep,G-CERT,tau,0.34,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.34,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.34,violations_all,1200,945,835,365,196,561,46.7500,59.3651,,
sweep,G-CERT,tau,0.34,all,2000,1745,1635,365,196,561,28.0500,32.1490,,
sweep,G-CERT,tau,0.35,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.35,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.35,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.35,V3,220,220,220,0,166,166,75.4545,75.4545,,
sweep,G-CERT,tau,0.35,V4,220,220,220,0,28,28,12.7273,12.7273,,
sweep,G-CERT,tau,0.35,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.35,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.35,violations_all,1200,945,835,365,194,559,46.5833,59.1534,,
sweep,G-CERT,tau,0.35,all,2000,1745,1635,365,194,559,27.9500,32.0344,,
sweep,G-CERT,tau,0.36,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.36,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.36,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.36,V3,220,220,220,0,163,163,74.0909,74.0909,,
sweep,G-CERT,tau,0.36,V4,220,220,220,0,27,27,12.2727,12.2727,,
sweep,G-CERT,tau,0.36,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.36,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.36,violations_all,1200,945,835,365,190,555,46.2500,58.7302,,
sweep,G-CERT,tau,0.36,all,2000,1745,1635,365,190,555,27.7500,31.8052,,
sweep,G-CERT,tau,0.37,benign,800,800,800,0,0,0,0.0000,0.0000,,
sweep,G-CERT,tau,0.37,V1,160,130,30,130,0,130,81.2500,100.0000,,
sweep,G-CERT,tau,0.37,V2,200,200,0,200,0,200,100.0000,100.0000,,
sweep,G-CERT,tau,0.37,V3,220,220,220,0,158,158,71.8182,71.8182,,
sweep,G-CERT,tau,0.37,V4,220,220,220,0,26,26,11.8182,11.8182,,
sweep,G-CERT,tau,0.37,V5,200,0,200,0,0,0,0.0000,,,
sweep,G-CERT,tau,0.37,V6,200,175,165,35,0,35,17.5000,20.0000,,
sweep,G-CERT,tau,0.37,violations_all,1200,945,835,365,184,549,45.7500,58.0952,,
